offline_result,online_result,empirical_ratio
979.0907333149053,726.5342399678311,1.347618156796377
979.592514900401,720.2455610741162,1.360081294273464
979.5005371189834,713.4868559350084,1.3728361342205389
978.2212167019975,714.3897085827864,1.3693103427296045
979.2513409773172,716.3710978346942,1.3669609842401595
978.3056180683545,723.2979522568723,1.3525624053210628
978.9406920254243,726.441796324988,1.3475831057323633
979.2246289120308,716.2002882519425,1.367249699524782
978.8417197712783,717.8357865483943,1.3636011719029668
978.6351361187859,714.2444703101388,1.3701683062297192
978.1547870540488,725.5780083731862,1.348104236575697
978.5426294443391,722.6560168519429,1.3540918592321387
978.9606398558731,723.6291150402402,1.3528486064320866
978.3239745350977,717.1842629848816,1.364118016844607
978.4655007624899,724.3393075969688,1.3508386062998532
977.7022303359186,712.4975360589146,1.3722184019666206
978.3200353418081,726.0283805917088,1.3474955821210226
978.332559647897,729.7761783663559,1.3405926209292667
977.9717416330453,719.6460439619141,1.3589621590205012
977.3934704542455,721.7262797713289,1.3542439812000777
979.8099886680886,736.85671346157,1.3297157653150562
979.3418687405524,711.1117248217065,1.377198314352218
978.9776720100556,717.2952172799764,1.3648183459557888
979.9941027099568,726.9364632887493,1.3481152097892348
979.007657371909,728.0994062113119,1.3446071360862744
979.896673628536,728.5482284574892,1.3449990479054645
980.0110281899575,725.6478023191388,1.3505326207257637
978.6864995498129,737.7824396439842,1.326524523980371
978.9943252091246,727.8651202926407,1.3450216227087741
980.9439152886928,724.9790482055041,1.3530651923207473
979.5294879816936,730.1366509909703,1.341570083699041
978.7593319452842,723.3150996749455,1.3531576105422578
