offline_result,online_result,empirical_ratio
9529.246634496754,7271.070703693502,1.3105699315585202
9531.737958065361,7262.912304922721,1.312385109153095
9526.54249373764,7226.577321120299,1.3182647981770697
9523.45982910281,7206.04181872663,1.321593749893848
9535.242116595475,7235.461003382319,1.3178485948771046
9524.876611299098,7254.023515318038,1.3130473855213989
9528.140309329325,7244.387792746671,1.315244377015436
9529.343328807307,7235.089797002298,1.317100906301893
9524.794299518891,7245.042888565791,1.3146636184239888
9521.42439034763,7220.494141177361,1.3186665904274364
9519.334689825486,7226.451202144968,1.3172903854937732
9518.726958632033,7245.360914060653,1.3137685025682557
9530.144503799884,7228.595117716303,1.3183951167001726
9526.561705964796,7257.079600089252,1.3127266381159208
9529.773417680588,7285.0432890088905,1.3081285916390328
9516.059008106387,7246.319182732486,1.313226586924648
9526.300825261409,7251.449326381342,1.3137099077013445
9525.87007894633,7225.776949116787,1.318317759602403
9518.405622854803,7239.429836393619,1.3148004522406527
9519.665015189412,7246.0611077579,1.313771009327717
9525.770104521438,7265.053054469596,1.3111769498587498
9520.297146971765,7232.582177079252,1.3163068063218835
9535.924847934944,7277.042072413167,1.3104122187344591
9519.450173431487,7265.059161098709,1.3103059400264871
9526.397016775441,7260.184254841266,1.312142596163866
9532.638809316773,7273.068408466317,1.310676357480726
9543.387399044794,7270.644015502027,1.3125917564794756
9530.59199720953,7239.7940381455965,1.3164175592556913
9529.603609190463,7217.219474600891,1.320398200820607
9530.39916924394,7272.010830058974,1.3105589900732657
9523.189774627928,7284.064914082253,1.3074004538615223
9516.371672272448,7243.007381444917,1.3138702159342566
