offline_result,online_result,empirical_ratio
95254.56958011586,72458.04713741029,1.3146168485533978
95276.24489126755,72530.20656989621,1.3136077973175402
95307.38161447759,72501.33974327329,1.3145602819473452
95266.96335484553,72443.0735031612,1.3150596564720347
95293.71585459374,72552.75842097524,1.313440287158593
95238.59314436685,72470.53995619994,1.314169774392844
95298.62931011054,72421.61838466991,1.3158864912950246
95257.31332546401,72490.91811088994,1.3140585856527316
95268.02293179277,72505.85018354884,1.3139356712681998
95253.15143600508,72518.30073387148,1.3135050114531257
95288.15201616136,72522.93185270132,1.3139037485370508
95261.2862159642,72525.95489070506,1.3134785520510657
95239.82748474849,72421.00985451895,1.315085603971396
95272.89676025738,72537.64508975456,1.3134269335925
95272.90437638952,72580.04966536947,1.31265967460267
95252.77797030735,72441.83432550606,1.3148863340801653
95239.02285383905,72448.92510313271,1.3145677830038762
95263.47612265036,72514.46082562921,1.3137169474613377
95275.69265854187,72430.60537736249,1.3154065489603017
95254.61008560652,72511.0101488411,1.3136571934397319
95262.51092189208,72557.73423183498,1.3129201446328418
95283.60380347056,72439.10162179288,1.3153614784036063
95279.29056790238,72568.730756342,1.3129524186913746
95249.15863132251,72598.39511911785,1.312000884799723
95268.84059732543,72364.32599709662,1.3165166576850005
95267.60049755563,72582.74484212618,1.3125378587537713
95280.60563130886,72683.58392295847,1.31089581015023
95261.45908175991,72504.49624864697,1.3138696772000207
95282.99090871232,72511.77291548115,1.314034770874697
95273.84854219064,72561.1196720377,1.313015137759865
95271.1706626281,72608.95797319608,1.312113178897263
95235.08500041389,72527.32925410256,1.3130924022688573
