offline_result,online_result,empirical_ratio
987.0520502151561,727.4582031472587,1.3568505323670783
986.0997266557738,711.7105081658481,1.3855348703464492
986.429342460442,709.9878087698863,1.3893609584219677
986.4920959720178,730.3857758289068,1.350645273523377
986.9480431383474,727.4966578847626,1.3566358449095206
986.5533586865781,713.5091817184979,1.3826778743203405
985.6722216578885,725.5466418840167,1.3585235803702536
986.0819974995452,715.71205108652,1.3777635796443242
986.2498319032775,724.6057505550732,1.361084743183139
986.1538307335431,724.9723798261733,1.360264002016178
986.5545405032747,720.117475473323,1.3699911113180894
985.1612962529962,720.1809005738874,1.3679358831481856
985.6724396463203,714.8195604363724,1.3789108387641233
986.3052162807267,724.9779003578283,1.3604624579506694
985.7825782257196,727.8675501357611,1.3543433527732518
986.1352065289907,727.1839515841914,1.3561014436315137
986.2780666196229,721.8591598748307,1.3663026272197503
985.3876138560928,725.10089817123,1.358966202277958
985.6643013560699,714.4009456579366,1.3797074420839546
985.4757957098826,716.9088080159322,1.37461806116906
986.0288418904734,716.8956648881432,1.3754147084210961
986.5011381942053,724.9615402336083,1.3607634108097924
986.8063431474707,721.8790759217125,1.3669967395681788
987.0512788134856,728.2845073906528,1.3553100042591322
987.120059184269,740.4061107708606,1.333214360098334
986.3004073095005,700.9013234203951,1.4071886788519092
986.7969089060128,717.5073748484181,1.375312566110537
986.1169585916548,720.8658945997232,1.3679617332142175
986.9296014050246,715.3720701124495,1.379603205993056
986.7840781570457,710.440149628406,1.3889756634294679
987.1959845609108,728.8389342754363,1.3544775644324163
985.9746023543352,730.532387774575,1.3496658311863698
